title,company,experience,salary,locations,description,industry,employment_type,skills,scraped_at
"SENIOR, SOFTWARE ENGINEER",Walmart,1 - 8 years,Not Disclosed,Bengaluru,"Position Summary...\nWhat youll do...\nAbout the team:\nWe are developing a product that delivers end-to-end visibility into direct import flows, tracking shipments from suppliers through foreign ports and U.S. ports to import distribution centers. This tactical solution provides granular, daily insights into direct import purchase orders, enabling replenishment and sourcing managers to better synchronize supply and demand. By offering capabilities such as inventory projection, purchase order tracking, and pre-production monitoring for both direct and domestic imports, the product drives improved decision-making and delivers measurable cost savings. If you are seeking a high-impact, high-growth role with complex engineering challenges in a fast-paced environment, this opportunity is an excellent fit.\nWhat You ll Do:\nAs a Senior, Software Engineer for Walmart Global Tech, you ll have the opportunity to\nDesign and Develop complex, scalable and fault tolerant software systems using JavaScript, ReactJs, Redux, JavaScript (especially ES6+), HTML, CSS, Unit and integration testing frameworks..\nWork with the Product team to understand Customer requirements and work with them closely.\nWrite Unit and regression tests for any code that is developed.\nDo production deployments using platforms automated CI and deployment tools.\nPartner with senior and junior teammates throughout the software development lifecycle to cultivate a learning and team building.\nBe a core scrum team member and follow agile best practices\nWhat you will bring:\nB.Tech. / B.E. / M.Tech. / M.S. in Computer Science or relevant discipline\n6+ years of experience in development of highly-scalable distributed applications and platforms - particularly for multi-tenant, SaaS products.\nStrong computer science fundamentals: data structures, algorithms, design patterns.\nHands on experience in ReactJs, Redux, JavaScript (especially ES6+), HTML, CSS, Unit and integration testing frameworks. .\nKnowledge of Figma and UI best practices\nGood to have an understanding of Gen AI Frameworks for UI development\nStrong ability to adapt to change quickly. Proficient in new and emerging technologies.\nGood communication and interpersonal skills\nPractitioner of Agile (Scrum) methodology.\nTechnical Skills:\nCore Skills : ReactJs, Redux, JavaScript (especially ES6+), HTML, CSS, Unit and integration testing frameworks.\nAbout Walmart Global Tech\nImagine working in an environment where one line of code can make life easier for hundreds of millions of people. That s what we do at Walmart Global Tech. We re a team of software engineers, data scientists, cybersecurity experts and service professionals within the world s leading retailer who make an epic impact and are at the forefront of the next retail disruption. People are why we innovate, and people power our innovations. We are people-led and tech-empowered.\n.\nWalmart s culture sets us apart, and we know being together helps us innovate, learn and grow great careers. This role is based in our [Bangalore/Chennai] office for daily work, with the flexibility for associates to manage their personal lives.\nBenefits\n.\nBelonging\n.\n.\nEqual Opportunity Employer\nWalmart, Inc., is an Equal Opportunities Employer By Choice. We believe we are best equipped to help our associates, customers and the communities we serve live better when we really know them. That means understanding, respecting and valuing unique styles, experiences, identities, ideas and opinions while being inclusive of all people.\nMinimum Qualifications...\nOutlined below are the required minimum qualifications for this position. If none are listed, there are no minimum qualifications.\nOption 1: Bachelors degree in computer science, computer engineering, computer information systems, software engineering, or related area and 3 years experience in software engineering or related area.\nOption 2: 5 years experience in software engineering or related area.\nPreferred Qualifications...\nOutlined below are the optional preferred qualifications for this position. If none are listed, there are no preferred qualifications.\nMaster s degree in computer science, information technology, engineering, information systems, cybersecurity, or related area and 1 year s experience leading information security or cybersecurity projects, We value candidates with a background in creating inclusive digital experiences, demonstrating knowledge in implementing Web Content Accessibility Guidelines (WCAG) 2.2 AA standards, assistive technologies, and integrating digital accessibility seamlessly. The ideal candidate would have knowledge of accessibility best practices and join us as we continue to create accessible products and services following Walmart s accessibility standards and guidelines for supporting an inclusive culture.\nInformation Technology - CISCO Certification - Certification Primary Location... BLOCK- 1, PRESTIGE TECH PACIFIC PARK, SY NO. 38/1, OUTER RING ROAD KADUBEESANAHALLI, , India",Industry Type: IT Services & Consulting,"Employment Type: Full Time, Permanent","Computer science, UI development, Information security, Integration testing, Javascript, Data structures, HTML, Information technology, Monitoring, Team building",2026-02-02 00:13:40
Data Scientist,HCLTech,5 - 10 years,14-24 Lacs P.A.,"Chennai, Bengaluru","Data Scientists\nJob Description:\nResponsible for coding and testing customized analytical models of medium to high degree of complexity. Must be able to implement best practices when writing and testing code. Familiarity with the life-cycle of a data science project and extensive experience with python is a must. Requires strong interpersonal and communication skills, and ability to construct GUI interfaces.\nGathers, interprets, and manipulates structured and unstructured data to enable analytical solutions for the business.",,,"Rnn, Machine Learning, Python",2026-02-02 00:13:42
"Product Data Scientist, Google Play",Google,1 - 4 years,Not Disclosed,Bengaluru,"Minimum qualifications:.\nBachelor's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, or a related quantitative field, or equivalent practical experience.\n8 years of experience using analytics to solve product or business problems, performing statistical analysis, and coding (eg, Python, R, SQL) or 5 years of experience with a Master's degree.\nPreferred qualifications:.\nMaster's degree in Statistics, Machine Learning, Data Science, Economics, or a related quantitative field.",,,"python, natural language processing, mathematics, presentation skills, machine learning, prototype, research, sql, deep learning, r, data science, predictive modeling, product development, business insights, data structures, communication skills, ml, statistics",2026-02-02 00:13:44
Senior Data Scientist,Optum,7 - 11 years,Not Disclosed,Bengaluru,"Description -\n\nOptum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health optimization on a global scale. Join us to start Caring. Connecting. Growing together.",,,"Artificial Intelligence, Machine Learning, Data Science, Pytorch, Python, Tensorflow, Natural Language Processing, Al, LLM, Deep Learning, Opencv, RAG, Openai, Ml",2026-02-02 00:13:47
"Product Data Scientist, Analytics, Insights and Measurement",Google,3 - 6 years,Not Disclosed,Bengaluru,"Minimum qualifications:.\nBachelor's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, or a related quantitative field.\n5 years of work experience with analysis applications (extracting insights, performing statistical analysis, or solving business problems), and coding (Python, R, SQL), or 2 years work experience with a Master's degree.\nPreferred qualifications:.\nMaster's degree in Statistics, Mathematics, Data Science, Engineering, Physics, Economics, or a related quantitative field.",,,"python, natural language processing, predictive analytics, analytics data, analysis, machine learning, research, sql, deep learning, r, tableau, data science, predictive modeling, statistical modeling, machine learning algorithms, logistic regression, statistics",2026-02-02 00:13:50
Lead Data Scientist,Optum,11 - 16 years,Not Disclosed,Bengaluru,"Description -\n\nOptum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health optimization on a global scale. Join us to start Caring. Connecting. Growing together.",,,"LLM, Machine Learning, Data Science, Aiml, Python, Tensorflow, Artificial Intelligence, Natural Language Processing, Chatbot, Deep Learning, Pytorch, R, Opencv, Machine Learning Algorithms, RAG, Ml",2026-02-02 00:13:52
"Staff Data Scientist, Ads Insights and Measurement",Google,2 - 5 years,Not Disclosed,Bengaluru,"Minimum qualifications:.\nMaster's degree in Statistics or Economics, a related field, or equivalent practical experience.\n8 years of work experience using analytics to solve product or business problems, coding (eg, Python, R, SQL), querying databases or statistical analysis, or 6 years of work experience with a PhD degree.\nExperience with statistical data analysis such as linear models, multivariate analysis, causal inference, or sampling methods.\nExperience with statistical software (eg, SQL, R, Python, MATLAB, pandas) and database languages along with Statistical Analysis, Modeling and Inference.",,,"matlab, python, eda, modeling, google, machine learning, prototype, multivariate analysis, sql, pandas, coding, r, exploratory data analysis, product development, model development, data structures, statistical data analysis, statistical software, statistics",2026-02-02 00:13:54
Data Scientist,Tata Consultancy Services,5 - 10 years,Not Disclosed,"Hyderabad, Bengaluru, Mumbai (All Areas)","Greetings from Tata Consultancy Services (TCS)\n\nWhat we are looking for: Data Scientist\nLocation : Chennai,Hyderabad, Mumbai\nInterview Mode : Virtual mode (Microsoft Teams)\n\n5+ years of professional experience in data science, machine learning",,,"Machine learning, Python, Tensorflow, Pandas, Keras, Numpy, Scikit-Learn",2026-02-02 00:13:56
Lead Data Scientist,US MNC (Analytics),6 - 10 years,27.5-42.5 Lacs P.A.,"Pune, Bengaluru, Delhi / NCR","Job Title: Lead Data Scientist\nExperience: 7+ Years\nLocation: Pune / Bangalore / Gurugram\nWork Mode: Hybrid\n\nAbout the Role\nWe are looking for an experienced Senior / Lead Data Scientist to drive the design, development, and deployment of advanced AI solutions. This role focuses on end-to-end ownership of machine learning and GenAI initiatives, mentoring junior team members, and partnering with business and engineering stakeholders to deliver scalable, production-grade AI systems.\n\nKey Responsibilities\nLead the design and implementation of machine learning and AI solutions end-to-end\nBuild and deploy advanced ML models for structured and unstructured data\nArchitect and deliver NLP and GenAI solutions, including LLM-based applications and RAG pipelines\nDesign and implement deep learning architectures using TensorFlow or PyTorch\nOwn data preparation, feature engineering, model training, and validation workflows\nWrite and optimize complex SQL queries for large-scale data analysis\nGuide model evaluation, monitoring, explainability, and retraining strategies\nCollaborate with engineering and MLOps teams to ensure scalable deployment\nMentor junior data scientists and provide technical leadership\nTranslate complex technical solutions into clear business recommendations\nStay current with advancements in ML, NLP, and GenAI technologies\nRequired Skills & Qualifications\n7+ years of experience in Data Science, Applied ML, or AI Engineering\nStrong expertise in Python for data science and ML development\nAdvanced SQL skills for data extraction and analytics\nDeep understanding of machine learning algorithms and model tuning\nHands-on experience with NLP techniques and frameworks (spaCy, Hugging Face, NLTK)\nStrong experience in Deep Learning using TensorFlow or PyTorch\nPractical experience with Generative AI / LLMs, prompt engineering, embeddings, and RAG\nSolid foundation in statistics, linear algebra, and optimization techniques",Industry Type: Analytics / KPO / Research,"Employment Type: Full Time, Permanent","Natural Language Processing, Machine Learning, SQL, Data Science, Python, Predictive Modeling, Generative Ai, Decision Tree, Logistic Regression, Artificial Intelligence, Regression, Deep Learning, Random Forest, Large Language Model, Time Series, Retrieval Augmented Generation",2026-02-02 00:13:58
AI/Data Scientist/ASP.NET MVC/Technology Architecture,VDartDigital,10 - 15 years,Not Disclosed,Chennai,"Job Title: Senior AI/ML & Data Engineering Lead / Principal Data Scientist\nLocation: Gurugram\nExperience: 10+ Years\nJob Summary\nWe are seeking a highly experienced professional with strong Python programming expertise and deep hands-on experience across AI, ML, Generative AI, Agentic AI, Data Engineering, and Data Science . This role will drive end-to-end design, development, and deployment of advanced data and AI solutions while providing technical leadership to cross-functional teams.",,,"Analytical skills, Product engineering, Automation, data science, Coding, Stakeholder management, ASP.Net MVC, Monitoring, SQL, Python",2026-02-02 00:14:01
