title,company,experience,salary,locations,description,industry,employment_type,skills,scraped_at
Data Scientist,Tesco,1 - 3 years,Not Disclosed,Bengaluru( Whitefield ),"Job Summary:\n\nEnable data driven decision making across the Tesco business globally by developing analytics solutions using a combination of math, tech and business knowledge\n\nRoles and Responsibilities:\n- Identifying operational improvements and finding solutions by applying CI tools and techniques\n- Responsible for completing tasks and transactions within agreed KPI's",,,"Data Science, Advanced Excel, Data Analytics, Python, SQL, Applied Mathematics, Machine Learning, Statistics",2025-07-02 22:37:25
Immediate opening For Data Scientist,Straive,3 - 6 years,Not Disclosed,"Hyderabad, Gurugram, Bengaluru",Greetings From Straive!!! We have an immediate opportunity for Data Scientist!!!\n\n!! Immediate to 15 days joiners preferrable!!\n\nJD:\n\nRole & responsibilities,,,"Machine Learning, Model Development, Data Science, Xgboost, Model Building, Python, SQL, Fraud Detection, Random Forest",2025-07-02 22:37:27
Data Scientist,Robert Bosch Engineering and Business Solutions Private Limited,4 - 6 years,Not Disclosed,Bengaluru,"Roles & Responsibilities :\n\n\nMachine Learning & Data Science:\nDevelop and implement advanced statistical models, predictive analytics, and optimization frameworks .\nResearch, develop, and apply ML, Deep Learning, and AI techniques on large datasets.\nConduct exploratory data analysis (EDA) and apply feature engineering techniques.\nOptimize and tune ML models for performance, scalability, and accuracy.\nLarge Language Models (LLMs) & NLP:\nFine-tune and customize LLMs (GPT, LLaMA, Falcon, etc. ) for enterprise use cases.\nImplement Retrieval Augmented Generation (RAG) pipelines for chatbots and knowledge retrieval.\nWork with vector databases for semantic search .\nDeploy LLM-powered applications for document summarization, sentiment analysis, and automation .\nAI & Data-Driven Business Insights:\nTranslate complex AI/ML models into actionable business insights .\nPartner with stakeholders to define data requirements and ensure the right data is captured .\nDevelop proof-of-concept solutions demonstrating AI and ML capabilities.\nDeployment & MLOps:\nDeploy AI/ML models using cloud technologies (Azure, AWS, GCP) .\nWork with Docker, Kubernetes, and CI/CD pipelines for scalable ML deployment.\nContinuous Learning & Innovation:\nStay updated with the latest trends in AI, LLMs, GenAI, and cloud-based ML platforms .",Industry Type: Automobile,"Employment Type: Full Time, Permanent","Automation, Data analysis, NoSQL, data science, GCP, Machine learning, Cloud, Workflow, SQL, Python",2025-07-02 22:37:30
Data Scientist,Optum,3 - 7 years,Not Disclosed,Noida,"Optum is a global organization that delivers care, aided by technology to help millions of people live healthier lives. The work you do with our team will directly improve health outcomes by connecting people with the care, pharmacy benefits, data and resources they need to feel their best. Here, you will find a culture guided by inclusion, talented peers, comprehensive benefits and career development opportunities. Come make an impact on the communities we serve as you help us advance health optimization on a global scale. Join us to start  Caring. Connecting. Growing together.  \n\nAt Optum AI, we leverage data and resources to make a significant impact on the healthcare system. Our solutions have the potential to improve healthcare for everyone. We work on cutting-edge projects involving ML, NLP, and LLM techniques, continuously developing and improving generative AI methods for structured and unstructured healthcare data. Our team collaborates with world-class experts and top universities to develop innovative AI/ML solutions, often leading to patents and published papers.\n\n \n\n \n\n \n\nAt UnitedHealth Group, our mission is to help people live healthier lives and make the health system work better for everyone. We believe everyone-of every race, gender, sexuality, age, location and income-deserves the opportunity to live their healthiest life. Today, however, there are still far too many barriers to good health which are disproportionately experienced by people of color, historically marginalized groups and those with lower incomes. We are committed to mitigating our impact on the environment and enabling and delivering equitable care that addresses health disparities and improves health outcomes an enterprise priority reflected in our mission.\n\n#njp\n#SStech\n#SSF&A",,,"python, scikit-learn, numpy, machine learning, tensorflow, natural language processing, supervised learning, data processing, predictive, pyspark, microsoft azure, sql, pandas, deep learning, git, data science, gcp, pytorch, model development, aws, flask, ml",2025-07-02 22:37:33
Data Scientist at An E-commerce Unicorn,Recruito,1 - 4 years,15-22.5 Lacs P.A.,,"Responsibilities\n\nIdentify and define complex business problems with stakeholders.\nApply ML solutions to improve demand and supply systems.\nBuild mathematical models for real-world business processes.\nPrioritize and solve high-impact issues to cut costs or grow revenue.\nPublish research and represent the company at industry conferences.\nCollaborate with engineering teams to deploy scalable ML models.\nContinuously evaluate model performance and retrain as needed for accuracy.\n\nRequirements\n\nStrong math foundation: linear algebra, stats, calculus, optimization, etc.\nHands-on with supervised ML techniques like SVM, decision trees, neural networks.\nSolid SQL/NoSQL and database system understanding.\nExperience with big data tools (e.g., Spark, Hadoop) is a plus.\n\nPerks and Benefits\nMedical Insurance\nInternet Reimbursement\nFlexible working hours",Industry Type: Internet (E-Commerce),"Employment Type: Full Time, Permanent","Machine Learning, Computer Vision, Python",2025-07-02 22:37:36
Data Scientist Machine Learning Modeling,EXL,4 - 9 years,Not Disclosed,"Gurugram, Bengaluru","Job Description:\nWe are seeking an experienced Data Scientist with expertise in advanced machine learning techniques to join our dynamic team. The ideal candidate will have hands-on experience developing and deploying models using ensemble methods and other cutting-edge ML algorithms, mostly in the US banking domain.\n\nKey Responsibilities:",,,"Model Development, SQL, Xgboost, Machine Learning Algorithms, Python, Decision Tree, Model Building, Credit Risk Modelling, fraud model building, fraud model development, Acquisition, Random Forest, Gradient Boosting, Scorecard",2025-07-02 22:37:38
Data Scientist,FlyNava Technologies Private Limited,0 - 2 years,Not Disclosed,Bengaluru,"---As a Data Scientist, the role involves addressing complex data challenges, developing predictive models, and extracting valuable insights to guide strategic decisions.With proven expertise in AI, statistical analysis, and big data technologies, the focus will be on enhancing the decision-making process.The responsibilities include leading projects from conception to deployment, mentoring junior data scientists, and collaborating with cross-functional teams to drive innovation and improve data-driven decision-making processes.### What you ll bring us:A minimum of two years of full-time work experience as a data scientist.- A postgraduate degree in computer science, statistics, or a related subject.- Solid and demonstrable knowledge of machine learning techniques and algorithms.- Familiarity with NoSQL databases, enterprise search technologies, and recommendation systems.- Strong communication skills and the ability to work collaboratively across teams.- Python - pandas, numpy, statistics, probabilities.- ML models - regression, decision trees, classification models.- LCMs - Llama 3, mistral is a plus.- Need to have deep understanding of how to use triggers, fare model and train them and enhance.### Benefits that you will be getting:---- Pay for performance (every month).- Rewards and recognition.- Employee wellbeing.- EPF & insurance benefits.- Promotions and international travel.- Relaxed environment & work-life balance. "",""",Industry Type: Software Product,"Employment Type: Full Time, Permanent","Computer science, NoSQL, Statistical analysis, international travel, Machine learning, Deployment, EPF, big data, Statistics, Python",2025-07-02 22:37:41
Data Scientist,Global Talent Pool,0 - 2 years,Not Disclosed,Bengaluru,"Essential Duties Responsibilities:\no Perform basic descriptive data analysis\no Implement and assess different ways of data transformation\no Formulate business problems into math/statistics/machine-learning problems\no Build math/statistics/machine-learning models in a scientific way\no Carry out hypothesis tests in a scientific way\no Do model selection and model diagnostics\no Actively participate in research meetings\no Support the research team by creating desired datasets\nQualifications:\no Good communication skills\no Excellent analytical and data science skills with strong attention to detail\no Good Python programmers with good knowledge of pandas/numpy/sklearn\no Graduate level math and statistics knowledge is preferred\no Knowledge in machine learning, NLP knowledge is a plus\no Ability to communicate complex information clearly\no Ability to work independently\no Team player and open to new ideas",Industry Type: Recruitment / Staffing,"Employment Type: Full Time, Permanent","python, scikit-learn, numpy, machine learning, data science, data analysis, data analytics, natural language processing, linear regression, sql, pandas, r, predictive modeling, statistical modeling, data transformation, logistic regression, hypothesis, statistics",2025-07-02 22:37:44
Data Scientist,Gartner for HR,3 - 5 years,Not Disclosed,Gurugram,"About Gartner IT:\nJoin a world-class team of skilled engineers who build creative digital solutions to support our colleagues and clients. We make a broad organizational impact by delivering cutting-edge technology solutions that power Gartner. Gartner IT values its culture of nonstop innovation, an outcome-driven approach to success, and the notion that great ideas can come from anyone on the team.\nAbout the role:\nWere seeking an experienced Data Scientist to join our growing Enterprise Data Science & AI team. In this role, you will serve as a technical expert in developing and implementing advanced machine learning/AI models and analytical solutions to improve Gartners data quality and drive business value. Youll collaborate with cross-functional teams to identify data science and AI opportunities, solve complex business problems, and drive data-driven decision making across the organization.\n\nWhat you ll do:\nDesign, develop and deploy AI solutions to elevate the quality and depth of Gartners data assets, ensuring high accuracy, reliability and completeness\nLead the development of various predictive and optimization use cases.\nFollow best practices for data science methodologies, including coding standards, model validation and model monitoring\nPartner with business users to understand business requirements and translate data science solutions into business action items\nCollaborate with IT teams to identify and design data pipelines and infrastructure that supports data science model use cases\nDefine success metrics and KPIs for data science projects and initiatives\nWhat you ll need:\nBachelors degree or higher in Data Science, Computer Science, Statistics, Information Management, or related quantitative field\n3-5 years of experience in data science, with a proven track record of successfully delivering data science and AI projects in business environments\nStrong programming skills in Python and experience with data science libraries (sklearn, pandas, NumPy, PyTorch/TensorFlow)\nStrong experience with large language models (LLMs) and generative AI applications\nProficiency in SQL and experience with cloud-based data platforms (AWS or Azure)\nExcellent communication skills with the ability to translate complex technical concepts for non-technical audiences\nKnowledge of software development practices (version control, CI/CD, code review)\nExperience with MLOps tools and best practices for model deployment and monitoring\nWho you are:\nEffective time management skills and ability to meet deadlines\nExcellent communications skills interacting with technical and business audience s\nExcellent organization, multitasking, and prioritization skills\nMust possess a willingness and aptitude to embrace new technologies/ideas and master concepts rapidly.\nIntellectual curiosity, passion for technology and keeping up with new trends\nDelivering project work on-time within budget with high quality",Industry Type: Analytics / KPO / Research,"Employment Type: Full Time, Permanent","Computer science, Coding, Analytical, Machine learning, Data quality, Information management, Monitoring, SQL, Recruitment, Python",2025-07-02 22:37:46
Data Scientist III,Meesho,4 - 7 years,Not Disclosed,Bengaluru,"About the Team\n\nOur Data Science team is the Avengers to Meeshos S.H.I.E.L.D ???. And why not? We are the ones who assemble during the toughest challenges and devise creative solutions, building intelligent systems for millions of our users looking at a thousand different categories of products. Weve barely scratched the surface, and have amazing challenges in charting the future of commerce for Bharat.\n\nOur typical day involves dealing with fraud detection, inventory optimisation, and platform vernacularisation.\n\nAs Data Scientist, you will navigate uncharted territories with us, discovering new paths to creating solutions for our users.?? You will be at the forefront of interesting challenges and solve unique customer problems in an untapped market.\n\nBut wait theres more to us. Our team is huge on having a well-rounded personal and professional life. When we aren't nose-deep in data, you will most likely find us belting Summer of 69 at the nearest Karaoke bar, or debating who the best Spider-Man is: Maguire, Garfield, or Holland? You tell us ??\n\nAbout the Role\n\nLove deep data? Love discussing solutions instead of problems? Then you could be our next Data Scientist.\n\nIn a nutshell, your primary responsibility will be enhancing the productivity and utilisation of the generated data. Other things you will do include working closely with the business stakeholders, transforming scattered pieces of information into valuable data and sharing and presenting your valuable insights with peers.\nWhat you will do\nDevelop models and run experiments to infer insights from hard data\nImprove our product usability and identify new growth opportunities\nUnderstand reseller preferences to provide them with the most relevant products\nDesigning discount programs to help our resellers sell more\nHelp resellers better recognise end-customer preferences to improve their revenue\nUse data to identify bottlenecks that will help our suppliers meet their SLA requirements\nModel seasonal demand to predict key organisational metrics\nMentor junior data scientists in the team\nWhat you will need\nBachelor's/Master's degree in computer science (or similar degrees)\n4-7 years of experience as a Data Scientist in a fast-paced organization, preferably B2C\nFamiliarity with Neural Networks, Machine Learning etc.\nFamiliarity with tools like SQL, R, Python, etc.\nStrong understanding of Statistics and Linear Algebra\nStrong understanding of hypothesis/model testing and ability to identify common model testing errors\nExperience designing and running A/B tests and drawing insights from them\nProficiency in machine learning algorithms\nExcellent analytical skills to fetch data from reliable sources to generate accurate insights\nExperience in tech and product teams is a plus\nBonus points for:\nExperience in working on personalization or other ML problems\nFamiliarity with Big Data tech stacks like Apache Spark, Hadoop, Redshift",Industry Type: BPM / BPO,"Employment Type: Full Time, Permanent","python, machine learning algorithms, hypothesis, linear algebra, statistics, algorithms, natural language processing, amazon redshift, neural networks, machine learning, sql, deep learning, r, b2c, apache, data science, spark, technical analysis, hadoop, big data, ml",2025-07-02 22:37:49
