job_title,company_name,experience,salary,location,industry,job_description,skills,scraped_at
Data Engineer,Accenture India,2-5 Years,,Jaipur,"Consulting, Information Services","Job Description: Data Engineer\nProject Role: Data Engineer\nProject Role Description: Design, develop, and maintain data solutions for data generation, collection, and processing. Create data pipelines, ensure data quality, and implement ETL (extract, transform, and load) processes to migrate and deploy data across systems.\nMust-Have Skills: SAP HCM On Premise ABAP\nGood-to-Have Skills: SAP HCM Organizational Management\nExperience Required: Minimum 5 years\nEducational Qualification: 15 years full-time education\nJob Summary:\nAs a Data Engineer, your main responsibility will be to design, develop, and maintain data solutions for generating, collecting, and processing data. You'll work on creating data pipelines, ensuring data quality, and implementing ETL processes to move and deploy data across systems. Your role will be crucial in managing and analyzing data to support business decisions and provide data-driven insights.\nRoles & Responsibilities:\nSubject Matter Expert (SME): Expected to be an SME, collaborate and manage the team to deliver results. Responsible for making key team decisions.\nCollaboration & Teamwork: Work closely with multiple teams and contribute to important decisions and problem-solving efforts.\nData Solutions: Design, develop, and maintain data solutions that support data generation, collection, and processing.\nData Pipelines: Create and manage data pipelines to extract, transform, and load data (ETL processes) across systems.\nData Quality & Integrity: Ensure data quality and integrity throughout the data lifecycle.\nETL Processes: Implement and optimize ETL processes to efficiently migrate and deploy data across systems and platforms.\nProfessional & Technical Skills:\nMust-Have Skills:\nStrong proficiency in SAP HCM On Premise ABAP.\nExperience with data modeling and database design.\nFamiliarity with ETL tools and processes.\nExpertise in programming languages such as ABAP, SQL, and Python.\nGood-to-Have Skills:\nExperience with SAP HCM Organizational Management.\nStrong understanding of data engineering principles and best practices.\nAdditional Information:\nExperience Required: A minimum of 5 years of experience in SAP HCM On Premise ABAP.\nEducational Requirement: The candidate should have a minimum of 15 years of full-time education.","['Sql', 'Python', 'Abap']",2025-06-10 19:14:08
Data Engineer,Accenture India,2-5 Years,,Jaipur,"Consulting, Information Services","Job Description: Data Engineer\nProject Role: Data Engineer\nProject Role Description: Design, develop, and maintain data solutions for data generation, collection, and processing. Create data pipelines, ensure data quality, and implement ETL (extract, transform, and load) processes to migrate and deploy data across systems.\nMust-Have Skills: SAP HCM On Premise ABAP\nGood-to-Have Skills: SAP HCM Organizational Management\nExperience Required: Minimum 5 years\nEducational Qualification: 15 years full-time education\nJob Summary:\nAs a Data Engineer, your main responsibility will be to design, develop, and maintain data solutions for generating, collecting, and processing data. You'll work on creating data pipelines, ensuring data quality, and implementing ETL processes to move and deploy data across systems. Your role will be crucial in managing and analyzing data to support business decisions and provide data-driven insights.\nRoles & Responsibilities:\nSubject Matter Expert (SME): Expected to be an SME, collaborate and manage the team to deliver results. Responsible for making key team decisions.\nCollaboration & Teamwork: Work closely with multiple teams and contribute to important decisions and problem-solving efforts.\nData Solutions: Design, develop, and maintain data solutions that support data generation, collection, and processing.\nData Pipelines: Create and manage data pipelines to extract, transform, and load data (ETL processes) across systems.\nData Quality & Integrity: Ensure data quality and integrity throughout the data lifecycle.\nETL Processes: Implement and optimize ETL processes to efficiently migrate and deploy data across systems and platforms.\nProfessional & Technical Skills:\nMust-Have Skills:\nStrong proficiency in SAP HCM On Premise ABAP.\nExperience with data modeling and database design.\nFamiliarity with ETL tools and processes.\nExpertise in programming languages such as ABAP, SQL, and Python.\nGood-to-Have Skills:\nExperience with SAP HCM Organizational Management.\nStrong understanding of data engineering principles and best practices.\nAdditional Information:\nExperience Required: A minimum of 5 years of experience in SAP HCM On Premise ABAP.\nEducational Requirement: The candidate should have a minimum of 15 years of full-time education.","['Sql', 'Python', 'Abap']",2025-06-10 19:14:09
Data Engineer,Accenture India,2-5 Years,,Jaipur,"Consulting, Information Services","Job Description: Data Engineer\nProject Role: Data Engineer\nProject Role Description: Design, develop, and maintain data solutions for data generation, collection, and processing. Create data pipelines, ensure data quality, and implement ETL (extract, transform, and load) processes to migrate and deploy data across systems.\nMust-Have Skills: SAP HCM On Premise ABAP\nGood-to-Have Skills: SAP HCM Organizational Management\nExperience Required: Minimum 5 years\nEducational Qualification: 15 years full-time education\nJob Summary:\nAs a Data Engineer, your main responsibility will be to design, develop, and maintain data solutions for generating, collecting, and processing data. You'll work on creating data pipelines, ensuring data quality, and implementing ETL processes to move and deploy data across systems. Your role will be crucial in managing and analyzing data to support business decisions and provide data-driven insights.\nRoles & Responsibilities:\nSubject Matter Expert (SME): Expected to be an SME, collaborate and manage the team to deliver results. Responsible for making key team decisions.\nCollaboration & Teamwork: Work closely with multiple teams and contribute to important decisions and problem-solving efforts.\nData Solutions: Design, develop, and maintain data solutions that support data generation, collection, and processing.\nData Pipelines: Create and manage data pipelines to extract, transform, and load data (ETL processes) across systems.\nData Quality & Integrity: Ensure data quality and integrity throughout the data lifecycle.\nETL Processes: Implement and optimize ETL processes to efficiently migrate and deploy data across systems and platforms.\nProfessional & Technical Skills:\nMust-Have Skills:\nStrong proficiency in SAP HCM On Premise ABAP.\nExperience with data modeling and database design.\nFamiliarity with ETL tools and processes.\nExpertise in programming languages such as ABAP, SQL, and Python.\nGood-to-Have Skills:\nExperience with SAP HCM Organizational Management.\nStrong understanding of data engineering principles and best practices.\nAdditional Information:\nExperience Required: A minimum of 5 years of experience in SAP HCM On Premise ABAP.\nEducational Requirement: The candidate should have a minimum of 15 years of full-time education.","['Sql', 'Python', 'Abap']",2025-06-10 19:14:10
Data Engineer,Accenture India,2-5 Years,,Jaipur,"Consulting, Information Services","Job Description: Data Engineer\nProject Role: Data Engineer\nProject Role Description: Design, develop, and maintain data solutions for data generation, collection, and processing. Create data pipelines, ensure data quality, and implement ETL (extract, transform, and load) processes to migrate and deploy data across systems.\nMust-Have Skills: SAP HCM On Premise ABAP\nGood-to-Have Skills: SAP HCM Organizational Management\nExperience Required: Minimum 5 years\nEducational Qualification: 15 years full-time education\nJob Summary:\nAs a Data Engineer, your main responsibility will be to design, develop, and maintain data solutions for generating, collecting, and processing data. You'll work on creating data pipelines, ensuring data quality, and implementing ETL processes to move and deploy data across systems. Your role will be crucial in managing and analyzing data to support business decisions and provide data-driven insights.\nRoles & Responsibilities:\nSubject Matter Expert (SME): Expected to be an SME, collaborate and manage the team to deliver results. Responsible for making key team decisions.\nCollaboration & Teamwork: Work closely with multiple teams and contribute to important decisions and problem-solving efforts.\nData Solutions: Design, develop, and maintain data solutions that support data generation, collection, and processing.\nData Pipelines: Create and manage data pipelines to extract, transform, and load data (ETL processes) across systems.\nData Quality & Integrity: Ensure data quality and integrity throughout the data lifecycle.\nETL Processes: Implement and optimize ETL processes to efficiently migrate and deploy data across systems and platforms.\nProfessional & Technical Skills:\nMust-Have Skills:\nStrong proficiency in SAP HCM On Premise ABAP.\nExperience with data modeling and database design.\nFamiliarity with ETL tools and processes.\nExpertise in programming languages such as ABAP, SQL, and Python.\nGood-to-Have Skills:\nExperience with SAP HCM Organizational Management.\nStrong understanding of data engineering principles and best practices.\nAdditional Information:\nExperience Required: A minimum of 5 years of experience in SAP HCM On Premise ABAP.\nEducational Requirement: The candidate should have a minimum of 15 years of full-time education.","['Sql', 'Python', 'Abap']",2025-06-10 19:14:10
Data Engineer,Accenture India,2-5 Years,,Jaipur,"Consulting, Information Services","Job Description: Data Engineer\nProject Role: Data Engineer\nProject Role Description: Design, develop, and maintain data solutions for data generation, collection, and processing. Create data pipelines, ensure data quality, and implement ETL (extract, transform, and load) processes to migrate and deploy data across systems.\nMust-Have Skills: SAP HCM On Premise ABAP\nGood-to-Have Skills: SAP HCM Organizational Management\nExperience Required: Minimum 5 years\nEducational Qualification: 15 years full-time education\nJob Summary:\nAs a Data Engineer, your main responsibility will be to design, develop, and maintain data solutions for generating, collecting, and processing data. You'll work on creating data pipelines, ensuring data quality, and implementing ETL processes to move and deploy data across systems. Your role will be crucial in managing and analyzing data to support business decisions and provide data-driven insights.\nRoles & Responsibilities:\nSubject Matter Expert (SME): Expected to be an SME, collaborate and manage the team to deliver results. Responsible for making key team decisions.\nCollaboration & Teamwork: Work closely with multiple teams and contribute to important decisions and problem-solving efforts.\nData Solutions: Design, develop, and maintain data solutions that support data generation, collection, and processing.\nData Pipelines: Create and manage data pipelines to extract, transform, and load data (ETL processes) across systems.\nData Quality & Integrity: Ensure data quality and integrity throughout the data lifecycle.\nETL Processes: Implement and optimize ETL processes to efficiently migrate and deploy data across systems and platforms.\nProfessional & Technical Skills:\nMust-Have Skills:\nStrong proficiency in SAP HCM On Premise ABAP.\nExperience with data modeling and database design.\nFamiliarity with ETL tools and processes.\nExpertise in programming languages such as ABAP, SQL, and Python.\nGood-to-Have Skills:\nExperience with SAP HCM Organizational Management.\nStrong understanding of data engineering principles and best practices.\nAdditional Information:\nExperience Required: A minimum of 5 years of experience in SAP HCM On Premise ABAP.\nEducational Requirement: The candidate should have a minimum of 15 years of full-time education.","['Sql', 'Python', 'Abap']",2025-06-10 19:14:11
Data Engineer,Accenture India,2-5 Years,,Jaipur,"Consulting, Information Services","Job Description: Data Engineer\nProject Role: Data Engineer\nProject Role Description: Design, develop, and maintain data solutions for data generation, collection, and processing. Create data pipelines, ensure data quality, and implement ETL (extract, transform, and load) processes to migrate and deploy data across systems.\nMust-Have Skills: SAP HCM On Premise ABAP\nGood-to-Have Skills: SAP HCM Organizational Management\nExperience Required: Minimum 5 years\nEducational Qualification: 15 years full-time education\nJob Summary:\nAs a Data Engineer, your main responsibility will be to design, develop, and maintain data solutions for generating, collecting, and processing data. You'll work on creating data pipelines, ensuring data quality, and implementing ETL processes to move and deploy data across systems. Your role will be crucial in managing and analyzing data to support business decisions and provide data-driven insights.\nRoles & Responsibilities:\nSubject Matter Expert (SME): Expected to be an SME, collaborate and manage the team to deliver results. Responsible for making key team decisions.\nCollaboration & Teamwork: Work closely with multiple teams and contribute to important decisions and problem-solving efforts.\nData Solutions: Design, develop, and maintain data solutions that support data generation, collection, and processing.\nData Pipelines: Create and manage data pipelines to extract, transform, and load data (ETL processes) across systems.\nData Quality & Integrity: Ensure data quality and integrity throughout the data lifecycle.\nETL Processes: Implement and optimize ETL processes to efficiently migrate and deploy data across systems and platforms.\nProfessional & Technical Skills:\nMust-Have Skills:\nStrong proficiency in SAP HCM On Premise ABAP.\nExperience with data modeling and database design.\nFamiliarity with ETL tools and processes.\nExpertise in programming languages such as ABAP, SQL, and Python.\nGood-to-Have Skills:\nExperience with SAP HCM Organizational Management.\nStrong understanding of data engineering principles and best practices.\nAdditional Information:\nExperience Required: A minimum of 5 years of experience in SAP HCM On Premise ABAP.\nEducational Requirement: The candidate should have a minimum of 15 years of full-time education.","['Sql', 'Python', 'Abap']",2025-06-10 19:14:11
Data Engineer,Accenture India,2-5 Years,,Jaipur,"Consulting, Information Services","Job Description: Data Engineer\nProject Role: Data Engineer\nProject Role Description: Design, develop, and maintain data solutions for data generation, collection, and processing. Create data pipelines, ensure data quality, and implement ETL (extract, transform, and load) processes to migrate and deploy data across systems.\nMust-Have Skills: SAP HCM On Premise ABAP\nGood-to-Have Skills: SAP HCM Organizational Management\nExperience Required: Minimum 5 years\nEducational Qualification: 15 years full-time education\nJob Summary:\nAs a Data Engineer, your main responsibility will be to design, develop, and maintain data solutions for generating, collecting, and processing data. You'll work on creating data pipelines, ensuring data quality, and implementing ETL processes to move and deploy data across systems. Your role will be crucial in managing and analyzing data to support business decisions and provide data-driven insights.\nRoles & Responsibilities:\nSubject Matter Expert (SME): Expected to be an SME, collaborate and manage the team to deliver results. Responsible for making key team decisions.\nCollaboration & Teamwork: Work closely with multiple teams and contribute to important decisions and problem-solving efforts.\nData Solutions: Design, develop, and maintain data solutions that support data generation, collection, and processing.\nData Pipelines: Create and manage data pipelines to extract, transform, and load data (ETL processes) across systems.\nData Quality & Integrity: Ensure data quality and integrity throughout the data lifecycle.\nETL Processes: Implement and optimize ETL processes to efficiently migrate and deploy data across systems and platforms.\nProfessional & Technical Skills:\nMust-Have Skills:\nStrong proficiency in SAP HCM On Premise ABAP.\nExperience with data modeling and database design.\nFamiliarity with ETL tools and processes.\nExpertise in programming languages such as ABAP, SQL, and Python.\nGood-to-Have Skills:\nExperience with SAP HCM Organizational Management.\nStrong understanding of data engineering principles and best practices.\nAdditional Information:\nExperience Required: A minimum of 5 years of experience in SAP HCM On Premise ABAP.\nEducational Requirement: The candidate should have a minimum of 15 years of full-time education.","['Sql', 'Python', 'Abap']",2025-06-10 19:14:12
Data Engineer,Accenture India,2-5 Years,,Jaipur,"Consulting, Information Services","Job Description: Data Engineer\nProject Role: Data Engineer\nProject Role Description: Design, develop, and maintain data solutions for data generation, collection, and processing. Create data pipelines, ensure data quality, and implement ETL (extract, transform, and load) processes to migrate and deploy data across systems.\nMust-Have Skills: SAP HCM On Premise ABAP\nGood-to-Have Skills: SAP HCM Organizational Management\nExperience Required: Minimum 5 years\nEducational Qualification: 15 years full-time education\nJob Summary:\nAs a Data Engineer, your main responsibility will be to design, develop, and maintain data solutions for generating, collecting, and processing data. You'll work on creating data pipelines, ensuring data quality, and implementing ETL processes to move and deploy data across systems. Your role will be crucial in managing and analyzing data to support business decisions and provide data-driven insights.\nRoles & Responsibilities:\nSubject Matter Expert (SME): Expected to be an SME, collaborate and manage the team to deliver results. Responsible for making key team decisions.\nCollaboration & Teamwork: Work closely with multiple teams and contribute to important decisions and problem-solving efforts.\nData Solutions: Design, develop, and maintain data solutions that support data generation, collection, and processing.\nData Pipelines: Create and manage data pipelines to extract, transform, and load data (ETL processes) across systems.\nData Quality & Integrity: Ensure data quality and integrity throughout the data lifecycle.\nETL Processes: Implement and optimize ETL processes to efficiently migrate and deploy data across systems and platforms.\nProfessional & Technical Skills:\nMust-Have Skills:\nStrong proficiency in SAP HCM On Premise ABAP.\nExperience with data modeling and database design.\nFamiliarity with ETL tools and processes.\nExpertise in programming languages such as ABAP, SQL, and Python.\nGood-to-Have Skills:\nExperience with SAP HCM Organizational Management.\nStrong understanding of data engineering principles and best practices.\nAdditional Information:\nExperience Required: A minimum of 5 years of experience in SAP HCM On Premise ABAP.\nEducational Requirement: The candidate should have a minimum of 15 years of full-time education.","['Sql', 'Python', 'Abap']",2025-06-10 19:14:13
Data Engineer,Accenture India,2-5 Years,,Jaipur,"Consulting, Information Services","Job Description: Data Engineer\nProject Role: Data Engineer\nProject Role Description: Design, develop, and maintain data solutions for data generation, collection, and processing. Create data pipelines, ensure data quality, and implement ETL (extract, transform, and load) processes to migrate and deploy data across systems.\nMust-Have Skills: SAP HCM On Premise ABAP\nGood-to-Have Skills: SAP HCM Organizational Management\nExperience Required: Minimum 5 years\nEducational Qualification: 15 years full-time education\nJob Summary:\nAs a Data Engineer, your main responsibility will be to design, develop, and maintain data solutions for generating, collecting, and processing data. You'll work on creating data pipelines, ensuring data quality, and implementing ETL processes to move and deploy data across systems. Your role will be crucial in managing and analyzing data to support business decisions and provide data-driven insights.\nRoles & Responsibilities:\nSubject Matter Expert (SME): Expected to be an SME, collaborate and manage the team to deliver results. Responsible for making key team decisions.\nCollaboration & Teamwork: Work closely with multiple teams and contribute to important decisions and problem-solving efforts.\nData Solutions: Design, develop, and maintain data solutions that support data generation, collection, and processing.\nData Pipelines: Create and manage data pipelines to extract, transform, and load data (ETL processes) across systems.\nData Quality & Integrity: Ensure data quality and integrity throughout the data lifecycle.\nETL Processes: Implement and optimize ETL processes to efficiently migrate and deploy data across systems and platforms.\nProfessional & Technical Skills:\nMust-Have Skills:\nStrong proficiency in SAP HCM On Premise ABAP.\nExperience with data modeling and database design.\nFamiliarity with ETL tools and processes.\nExpertise in programming languages such as ABAP, SQL, and Python.\nGood-to-Have Skills:\nExperience with SAP HCM Organizational Management.\nStrong understanding of data engineering principles and best practices.\nAdditional Information:\nExperience Required: A minimum of 5 years of experience in SAP HCM On Premise ABAP.\nEducational Requirement: The candidate should have a minimum of 15 years of full-time education.","['Sql', 'Python', 'Abap']",2025-06-10 19:14:13
Data Engineer,Accenture India,2-5 Years,,Jaipur,"Consulting, Information Services","Job Description: Data Engineer\nProject Role: Data Engineer\nProject Role Description: Design, develop, and maintain data solutions for data generation, collection, and processing. Create data pipelines, ensure data quality, and implement ETL (extract, transform, and load) processes to migrate and deploy data across systems.\nMust-Have Skills: SAP HCM On Premise ABAP\nGood-to-Have Skills: SAP HCM Organizational Management\nExperience Required: Minimum 5 years\nEducational Qualification: 15 years full-time education\nJob Summary:\nAs a Data Engineer, your main responsibility will be to design, develop, and maintain data solutions for generating, collecting, and processing data. You'll work on creating data pipelines, ensuring data quality, and implementing ETL processes to move and deploy data across systems. Your role will be crucial in managing and analyzing data to support business decisions and provide data-driven insights.\nRoles & Responsibilities:\nSubject Matter Expert (SME): Expected to be an SME, collaborate and manage the team to deliver results. Responsible for making key team decisions.\nCollaboration & Teamwork: Work closely with multiple teams and contribute to important decisions and problem-solving efforts.\nData Solutions: Design, develop, and maintain data solutions that support data generation, collection, and processing.\nData Pipelines: Create and manage data pipelines to extract, transform, and load data (ETL processes) across systems.\nData Quality & Integrity: Ensure data quality and integrity throughout the data lifecycle.\nETL Processes: Implement and optimize ETL processes to efficiently migrate and deploy data across systems and platforms.\nProfessional & Technical Skills:\nMust-Have Skills:\nStrong proficiency in SAP HCM On Premise ABAP.\nExperience with data modeling and database design.\nFamiliarity with ETL tools and processes.\nExpertise in programming languages such as ABAP, SQL, and Python.\nGood-to-Have Skills:\nExperience with SAP HCM Organizational Management.\nStrong understanding of data engineering principles and best practices.\nAdditional Information:\nExperience Required: A minimum of 5 years of experience in SAP HCM On Premise ABAP.\nEducational Requirement: The candidate should have a minimum of 15 years of full-time education.","['Sql', 'Python', 'Abap']",2025-06-10 19:14:14
