key,job_role,job_title,company_name,skills,job_type,location,experience
1,Data Engineer,Data Engineer - Azure Databricks,Capgemini Technology Services India Limited,Azure Databricks,Full time,"Hyderabad / Secunderabad, Telangana, Bengaluru / Bangalore",5-13 Years
2,Data Engineer,Azure Data Engineer with Databricks and PySpark,Birlasoft Limited,,Full time,"Mumbai, Pune",
3,Data Engineer,,,,,,
4,Data Engineer,,,,,,
5,Data Engineer,,,,,,
6,Data Engineer,,,,,,
7,Data Engineer,,,,,,
8,Data Engineer,,,,,,
9,Data Engineer,,,,,,
10,Data Engineer,,,,,,
11,Data Engineer,,,,,,
12,Data Engineer,,,,,,
13,Data Engineer,,,,,,
14,Data Engineer,,,,,,
15,Data Engineer,,,,,,
16,Data Architect,Data Architect,Accellor,"Parquet,Airflow,Data Lake Technologies",Full time,"Hyderabad / Secunderabad, Telangana, India",7-10 Years
17,Data Architect,Data Architect,Eicher,"Data Flow,Data Quality,SAP,Data Modeling",Full time,"Chennai, India",10-13 Years
18,Data Architect,,,,,,
19,Data Architect,,,,,,
20,Data Architect,,,,,,
21,Data Architect,,,,,,
22,Data Architect,,,,,,
23,Data Architect,,,,,,
24,Data Architect,,,,,,
25,Data Architect,,,,,,
26,Data Architect,,,,,,
27,Data Architect,,,,,,
28,Data Architect,,,,,,
29,Data Architect,,,,,,
30,Data Architect,,,,,,
31,Data Scientist,"Data Scientist II, FinTech",Uber,"R,Looker,Mixpanel,Sql,Python,Excel",Full time,"Hyderabad / Secunderabad, Telangana, India",1-2 Years
32,Data Scientist,Jr Data Scientist,Sciera,"H2O,Data Analyst,SparkML,Sagemaker",Full time,"Chennai, India",1-3 Years
33,Data Scientist,,,,,,
34,Data Scientist,,,,,,
35,Data Scientist,,,,,,
36,Data Scientist,,,,,,
37,Data Scientist,,,,,,
38,Data Scientist,,,,,,
39,Data Scientist,,,,,,
40,Data Scientist,,,,,,
41,Data Scientist,,,,,,
42,Data Scientist,,,,,,
43,Data Scientist,,,,,,
44,Data Scientist,,,,,,
45,Data Scientist,,,,,,
46,Machine Learning Engineer,Software Engineer II - Machine Learning Engineer,Poshmark,"Infrastructure,backend apis,Software Development",Full time,"Chennai, India",2-3 Years
47,Machine Learning Engineer,Machine Learning Engineer,Ziphire HR,,Full time,"India, Cochin / Kochi / Ernakulam",0-2 Years
48,Machine Learning Engineer,,,,,,
49,Machine Learning Engineer,,,,,,
50,Machine Learning Engineer,,,,,,
51,Machine Learning Engineer,,,,,,
52,Machine Learning Engineer,,,,,,
53,Machine Learning Engineer,,,,,,
54,Machine Learning Engineer,,,,,,
55,Machine Learning Engineer,,,,,,
56,Machine Learning Engineer,,,,,,
57,Machine Learning Engineer,,,,,,
58,Machine Learning Engineer,,,,,,
59,Machine Learning Engineer,,,,,,
60,Machine Learning Engineer,,,,,,
