key,job_role,job_title,company_name,skills,job_type,location,experience
1,Data Architect,Senior Data Architect I,Novo Nordisk,"Problem Solving,Leadership,AI Solutions",Full time,"Bengaluru / Bangalore, India",8-10 Years
2,Data Architect,GCP data architect,TATA Consultancy Services Ltd.,,Full time,"Pune, India",Fresher
3,Data Architect,,,,,,
4,Data Architect,,,,,,
5,Data Architect,,,,,,
6,Data Architect,,,,,,
7,Data Architect,,,,,,
8,Data Architect,,,,,,
9,Data Architect,,,,,,
10,Data Architect,,,,,,
11,Data Architect,,,,,,
12,Data Architect,,,,,,
13,Data Architect,,,,,,
14,Data Architect,,,,,,
15,Data Architect,,,,,,
16,Data Scientist,Machine Learning Engineer,Infosys Limited,"azure ml devops,feature engineering,gitlab ci/cd",Full time,"Bengaluru / Bangalore, India",5-6 Years
17,Data Scientist,Sr. Software Machine Learning Engineer,PayPal,"Java,AWS,Pytorch,Python,Tensorflow",Full time,India,2-3 Years
18,Data Scientist,,,,,,
19,Data Scientist,,,,,,
20,Data Scientist,,,,,,
21,Data Scientist,,,,,,
22,Data Scientist,,,,,,
23,Data Scientist,,,,,,
24,Data Scientist,,,,,,
25,Data Scientist,,,,,,
26,Data Scientist,,,,,,
27,Data Scientist,,,,,,
28,Data Scientist,,,,,,
29,Data Scientist,,,,,,
30,Data Scientist,,,,,,
31,Machine Learning Engineer,Data Scientist,Koch Business Solutions Asia Pacific Pte. Ltd.,"shiny,a/b testing,r,streamlit,python",Full time,"Bengaluru / Bangalore, India",3-5 Years
32,Machine Learning Engineer,Senior Data Scientist,Atkins,,Full time,"Mumbai, India",10-12 Years
33,Machine Learning Engineer,,,,,,
34,Machine Learning Engineer,,,,,,
35,Machine Learning Engineer,,,,,,
36,Machine Learning Engineer,,,,,,
37,Machine Learning Engineer,,,,,,
38,Machine Learning Engineer,,,,,,
39,Machine Learning Engineer,,,,,,
40,Machine Learning Engineer,,,,,,
41,Machine Learning Engineer,,,,,,
42,Machine Learning Engineer,,,,,,
43,Machine Learning Engineer,,,,,,
44,Machine Learning Engineer,,,,,,
45,Machine Learning Engineer,,,,,,
