key,job_role,job_title,company_name,skills,job_type,location,experience
1,Data Analyst,Data Analyst,Kratos Gamer Network,,Full time,"Bengaluru / Bangalore, India",Fresher
2,Data Analyst,Data Analyst,Novartis India,,Full time,"Hyderabad / Secunderabad, Telangana, India",Fresher
3,Data Analyst,,,,,,
4,Data Analyst,,,,,,
5,Data Analyst,,,,,,
6,Data Analyst,,,,,,
7,Data Analyst,,,,,,
8,Data Analyst,,,,,,
9,Data Analyst,,,,,,
10,Data Analyst,,,,,,
11,Data Analyst,,,,,,
12,Data Analyst,,,,,,
13,Data Analyst,,,,,,
14,Data Analyst,,,,,,
15,Data Analyst,,,,,,
16,Data Architect,Data Architect,Globant,"Big Query,DataPrep,Java,Cloud Storage",Full time,"Pune, India",0-2 Years
17,Data Architect,Data Architect,VeloData Global Pvt Ltd,"ETL Processes,SQL Databases,Matillion,Cloud Technologies",Full time,"India, Cochin / Kochi / Ernakulam",10-15 Years
18,Data Architect,,,,,,
19,Data Architect,,,,,,
20,Data Architect,,,,,,
21,Data Architect,,,,,,
22,Data Architect,,,,,,
23,Data Architect,,,,,,
24,Data Architect,,,,,,
25,Data Architect,,,,,,
26,Data Architect,,,,,,
27,Data Architect,,,,,,
28,Data Architect,,,,,,
29,Data Architect,,,,,,
30,Data Architect,,,,,,
31,Data Scientist,Machine Learning Engineer - Remote - Only IIT/NIT's,PromptCloud,"Transformer,Regression Algorithms,Text Summarization",Full time,"Bengaluru / Bangalore, India",1-4 Years
32,Data Scientist,Data & Machine Learning Engineer,A.P. Moller - Maersk,,Full time,"Bengaluru / Bangalore, India",2-5 Years
33,Data Scientist,,,,,,
34,Data Scientist,,,,,,
35,Data Scientist,,,,,,
36,Data Scientist,,,,,,
37,Data Scientist,,,,,,
38,Data Scientist,,,,,,
39,Data Scientist,,,,,,
40,Data Scientist,,,,,,
41,Data Scientist,,,,,,
42,Data Scientist,,,,,,
43,Data Scientist,,,,,,
44,Data Scientist,,,,,,
45,Data Scientist,,,,,,
46,Machine Learning Engineer,Data Scientist Associate - Artificial Intelligence Engineer,JP Morgan Chase & Co.,"feature engineering,machine learning workflows",Full time,Bengaluru / Bangalore,3-5 Years
47,Machine Learning Engineer,Artificial Intelligence Engineer,Anewa Engineering Pvt. Ltd.,,Full time,"Hyderabad / Secunderabad, Telangana, India",0-2 Years
48,Machine Learning Engineer,,,,,,
49,Machine Learning Engineer,,,,,,
50,Machine Learning Engineer,,,,,,
51,Machine Learning Engineer,,,,,,
52,Machine Learning Engineer,,,,,,
53,Machine Learning Engineer,,,,,,
54,Machine Learning Engineer,,,,,,
55,Machine Learning Engineer,,,,,,
56,Machine Learning Engineer,,,,,,
57,Machine Learning Engineer,,,,,,
58,Machine Learning Engineer,,,,,,
59,Machine Learning Engineer,,,,,,
60,Machine Learning Engineer,,,,,,
